,holds,grades
13,"[('C15', 'hold'), ('D11', 'hold'), ('G8', 'hold'), ('G18', 'end'), ('H13', 'hold'), ('I1', 'start'), ('J12', 'hold'), ('K6', 'start')]",8A
14,"[('D6', 'start'), ('F18', 'end'), ('G3', 'start'), ('H14', 'hold'), ('J16', 'hold'), ('J10', 'hold')]",7C+
15,"[('A1', 'start'), ('D18', 'end'), ('D11', 'hold'), ('D5', 'start'), ('H13', 'hold'), ('K7', 'hold')]",7C+
16,"[('D12', 'hold'), ('E18', 'end'), ('F7', 'hold'), ('F1', 'hold'), ('G7', 'hold'), ('H14', 'hold'), ('H5', 'start'), ('K3', 'start')]",7C+
17,"[('B18', 'end'), ('B13', 'hold'), ('C3', 'start'), ('D7', 'hold'), ('G14', 'hold'), ('H11', 'hold'), ('I9', 'hold')]",7C+
18,"[('C15', 'hold'), ('E4', 'start'), ('E13', 'hold'), ('F12', 'hold'), ('G8', 'hold'), ('H11', 'hold'), ('I17', 'hold'), ('J18', 'end'), ('K6', 'start')]",7C+
19,"[('A18', 'end'), ('B6', 'start'), ('B2', 'start'), ('C18', 'end'), ('E8', 'hold'), ('F7', 'hold'), ('G11', 'hold'), ('G17', 'hold'), ('H13', 'hold'), ('K10', 'hold'), ('K15', 'hold')]",7C+
20,"[('F12', 'hold'), ('F9', 'hold'), ('H6', 'start'), ('J18', 'end'), ('K12', 'hold')]",7C+
21,"[('B18', 'end'), ('C17', 'hold'), ('F11', 'hold'), ('J15', 'hold'), ('J3', 'start'), ('K9', 'hold')]",7C+
22,"[('B18', 'end'), ('C3', 'start'), ('D5', 'start'), ('F12', 'hold'), ('H15', 'hold'), ('I9', 'hold')]",7C+
23,"[('B14', 'hold'), ('E9', 'hold'), ('F18', 'end'), ('H4', 'start')]",7C+
24,"[('B5', 'start'), ('C5', 'hold'), ('C10', 'hold'), ('C11', 'hold'), ('H17', 'hold'), ('H13', 'hold'), ('I14', 'hold'), ('K18', 'end')]",7C+
25,"[('B18', 'end'), ('B13', 'hold'), ('D11', 'hold'), ('F2', 'start'), ('G14', 'hold'), ('H7', 'hold'), ('J7', 'hold'), ('K3', 'start')]",7C+
26,"[('B13', 'hold'), ('B4', 'hold'), ('C7', 'hold'), ('D8', 'hold'), ('E3', 'start'), ('E13', 'hold'), ('H18', 'end'), ('H14', 'hold'), ('I6', 'start')]",7C+
27,"[('C12', 'hold'), ('C15', 'hold'), ('D16', 'hold'), ('E7', 'hold'), ('E8', 'hold'), ('H15', 'hold'), ('H5', 'start'), ('I9', 'hold'), ('J18', 'end'), ('J3', 'start')]",7C+
28,"[('C12', 'hold'), ('F18', 'end'), ('H17', 'hold'), ('H11', 'hold'), ('I5', 'start'), ('K13', 'hold')]",7C+
29,"[('D18', 'end'), ('G8', 'hold'), ('G16', 'hold'), ('H13', 'hold'), ('I4', 'start'), ('J11', 'hold'), ('K5', 'start')]",7C+
30,"[('A2', 'hold'), ('A13', 'hold'), ('C3', 'start'), ('D16', 'hold'), ('E8', 'hold'), ('E9', 'hold'), ('G17', 'hold'), ('H11', 'hold'), ('J18', 'end')]",7C+
31,"[('B18', 'end'), ('B6', 'start'), ('C6', 'start'), ('D14', 'hold'), ('F11', 'hold'), ('H15', 'hold'), ('H13', 'hold'), ('K12', 'hold')]",7C+
32,"[('C10', 'hold'), ('C15', 'hold'), ('D14', 'hold'), ('G8', 'hold'), ('G18', 'end'), ('H6', 'start'), ('I12', 'hold'), ('J5', 'start')]",7C+
33,"[('A6', 'start'), ('A18', 'end'), ('B17', 'hold'), ('B12', 'hold'), ('E9', 'hold'), ('F5', 'start')]",7C+
34,"[('A11', 'hold'), ('C17', 'hold'), ('F11', 'hold'), ('F6', 'start'), ('H13', 'hold'), ('I6', 'start'), ('I18', 'end')]",7C+
35,"[('B18', 'end'), ('D11', 'hold'), ('F13', 'hold'), ('H11', 'hold'), ('I5', 'start')]",7C+
36,"[('A6', 'start'), ('C4', 'start'), ('E15', 'hold'), ('H8', 'hold'), ('H5', 'hold'), ('I11', 'hold'), ('J18', 'end')]",7C+
37,"[('A2', 'start'), ('B10', 'hold'), ('C6', 'hold'), ('D14', 'hold'), ('G13', 'hold'), ('H18', 'end')]",7C+
38,"[('B6', 'start'), ('D8', 'hold'), ('H17', 'hold'), ('H13', 'hold'), ('H8', 'hold'), ('K18', 'end')]",7C+
39,"[('A18', 'end'), ('B16', 'hold'), ('C4', 'start'), ('D6', 'start'), ('G16', 'hold'), ('H11', 'hold'), ('J7', 'hold'), ('K5', 'hold')]",7C+
40,"[('D9', 'hold'), ('F15', 'hold'), ('H18', 'end'), ('H11', 'hold'), ('H10', 'hold'), ('H4', 'start'), ('I13', 'hold')]",6B
41,"[('B14', 'hold'), ('D18', 'end'), ('F16', 'hold'), ('F10', 'hold'), ('G6', 'start'), ('G12', 'hold'), ('K3', 'start'), ('K9', 'hold')]",6B
42,"[('D18', 'end'), ('E14', 'hold'), ('G10', 'hold'), ('H15', 'hold'), ('H12', 'hold'), ('I5', 'start'), ('K3', 'start'), ('K9', 'hold')]",6B
43,"[('E10', 'hold'), ('G12', 'hold'), ('G15', 'hold'), ('I8', 'hold'), ('J18', 'end'), ('J5', 'start')]",6B
44,"[('A4', 'start'), ('D9', 'hold'), ('D5', 'start'), ('G12', 'hold'), ('G15', 'hold'), ('I18', 'end'), ('J8', 'hold')]",6B
45,"[('A2', 'start'), ('B18', 'end'), ('B7', 'hold'), ('D15', 'hold'), ('D3', 'start'), ('F4', 'hold'), ('H12', 'hold'), ('H9', 'hold'), ('I15', 'hold'), ('J11', 'hold')]",6B
46,"[('A5', 'start'), ('A11', 'hold'), ('B8', 'hold'), ('E11', 'hold'), ('F15', 'hold'), ('G12', 'hold'), ('J18', 'end'), ('J15', 'hold')]",6B
47,"[('D18', 'end'), ('D15', 'hold'), ('G15', 'hold'), ('H12', 'hold'), ('H4', 'start'), ('I8', 'hold'), ('J10', 'hold'), ('J6', 'hold')]",6B
48,"[('A9', 'hold'), ('A14', 'hold'), ('B7', 'hold'), ('C12', 'hold'), ('D18', 'end'), ('F8', 'hold'), ('G6', 'hold'), ('H1', 'start'), ('J6', 'start')]",6B
49,"[('A9', 'hold'), ('A14', 'hold'), ('A18', 'end'), ('B11', 'hold'), ('B5', 'start'), ('C12', 'hold'), ('D15', 'hold')]",6A+
50,"[('D18', 'end'), ('F15', 'hold'), ('F10', 'hold'), ('H15', 'hold'), ('H12', 'hold'), ('H4', 'start'), ('I8', 'hold'), ('J6', 'start')]",6A+
51,"[('E12', 'hold'), ('F15', 'hold'), ('F14', 'hold'), ('F4', 'start'), ('H18', 'end'), ('H10', 'hold'), ('H4', 'start'), ('I8', 'hold'), ('J15', 'hold')]",6A+
52,"[('B18', 'end'), ('C14', 'hold'), ('D15', 'hold'), ('E10', 'hold'), ('G6', 'start'), ('G12', 'hold'), ('H9', 'hold'), ('H4', 'start')]",6A+
53,"[('B5', 'start'), ('D15', 'hold'), ('D9', 'hold'), ('D3', 'start'), ('F8', 'hold'), ('G6', 'hold'), ('G12', 'hold'), ('H18', 'end'), ('H16', 'hold')]",6A+
54,"[('A12', 'hold'), ('B18', 'end'), ('D15', 'hold'), ('F17', 'hold'), ('F10', 'hold'), ('G6', 'start'), ('G12', 'hold'), ('I5', 'start'), ('I8', 'hold')]",6A+
55,"[('B11', 'hold'), ('B8', 'hold'), ('B5', 'start'), ('E5', 'start'), ('E9', 'hold'), ('G12', 'hold'), ('G13', 'hold'), ('H18', 'end'), ('I15', 'hold'), ('J8', 'hold')]",6A+
56,"[('B5', 'start'), ('D9', 'hold'), ('F8', 'hold'), ('G12', 'hold'), ('H10', 'hold'), ('I15', 'hold'), ('J18', 'end'), ('J6', 'hold')]",6A+
57,"[('A5', 'start'), ('B8', 'hold'), ('D10', 'hold'), ('E10', 'hold'), ('H12', 'hold'), ('I13', 'hold'), ('I15', 'hold'), ('J18', 'end')]",6A+
58,"[('F15', 'hold'), ('F10', 'hold'), ('H4', 'start'), ('I8', 'hold'), ('I13', 'hold'), ('J18', 'end')]",6A+
59,"[('A5', 'start'), ('A9', 'hold'), ('B8', 'hold'), ('B5', 'start'), ('C12', 'hold'), ('D18', 'end'), ('E10', 'hold'), ('F15', 'hold'), ('G12', 'hold')]",6A+
60,"[('C14', 'hold'), ('D18', 'end'), ('F17', 'hold'), ('G9', 'hold'), ('G12', 'hold'), ('H5', 'start'), ('J5', 'start')]",6A+
61,"[('B18', 'end'), ('E14', 'hold'), ('F17', 'hold'), ('F10', 'hold'), ('H12', 'hold'), ('H4', 'start'), ('I8', 'hold'), ('K4', 'start')]",6A+
62,"[('B11', 'hold'), ('D15', 'hold'), ('G5', 'start'), ('G12', 'hold'), ('H18', 'end'), ('H16', 'hold'), ('H12', 'hold'), ('H4', 'start'), ('I8', 'hold'), ('K9', 'hold')]",6A+
63,"[('D18', 'end'), ('D9', 'hold'), ('F15', 'hold'), ('F8', 'hold'), ('F4', 'start'), ('H12', 'hold')]",6A+
64,"[('A5', 'start'), ('A9', 'hold'), ('D12', 'hold'), ('E2', 'hold'), ('E10', 'hold'), ('F15', 'hold'), ('H12', 'hold'), ('I18', 'end'), ('J15', 'hold'), ('K8', 'hold')]",6A+
65,"[('E14', 'hold'), ('F17', 'hold'), ('F16', 'hold'), ('F5', 'start'), ('G9', 'hold'), ('H12', 'hold'), ('I18', 'end')]",6A+
66,"[('F10', 'hold'), ('F5', 'start'), ('G15', 'hold'), ('H18', 'end'), ('H9', 'hold'), ('J13', 'hold')]",6A+
67,"[('F4', 'start'), ('G9', 'hold'), ('H18', 'end'), ('H16', 'hold'), ('H12', 'hold'), ('H4', 'start'), ('I8', 'hold'), ('I15', 'hold')]",6A+
68,"[('D18', 'end'), ('E14', 'hold'), ('F5', 'start'), ('F4', 'start'), ('G9', 'hold'), ('H16', 'hold'), ('H12', 'hold')]",6A+
69,"[('A18', 'end'), ('B11', 'hold'), ('C8', 'hold'), ('D15', 'hold'), ('E11', 'hold'), ('F4', 'start'), ('G9', 'hold'), ('H5', 'start')]",6A+
70,"[('C14', 'hold'), ('G5', 'start'), ('G9', 'hold'), ('G12', 'hold'), ('H18', 'end'), ('H16', 'hold'), ('I8', 'hold'), ('J3', 'start')]",6A+
71,"[('A9', 'hold'), ('B8', 'hold'), ('B5', 'start'), ('D11', 'hold'), ('E11', 'hold'), ('F15', 'hold'), ('F4', 'start'), ('G12', 'hold'), ('H18', 'end'), ('H16', 'hold')]",6A+
72,"[('D9', 'hold'), ('F15', 'hold'), ('G5', 'start'), ('G12', 'hold'), ('H9', 'hold'), ('J18', 'end'), ('J15', 'hold'), ('J5', 'start')]",6A+
73,"[('B18', 'end'), ('C14', 'hold'), ('F16', 'hold'), ('G5', 'start'), ('G9', 'hold'), ('G12', 'hold'), ('I5', 'start'), ('I8', 'hold')]",6A+
74,"[('A5', 'start'), ('A15', 'hold'), ('B18', 'end'), ('B8', 'hold'), ('D10', 'hold'), ('E15', 'hold'), ('F14', 'hold'), ('G12', 'hold')]",6A+
75,"[('B11', 'hold'), ('B7', 'hold'), ('C12', 'hold'), ('D15', 'hold'), ('E7', 'hold'), ('F4', 'start'), ('H18', 'end'), ('H16', 'hold'), ('I18', 'end')]",6A+
76,"[('A9', 'hold'), ('B8', 'hold'), ('B5', 'start'), ('D18', 'end'), ('D9', 'hold'), ('E4', 'start'), ('E10', 'hold'), ('F17', 'hold'), ('F15', 'hold'), ('G12', 'hold')]",6A+
77,"[('A5', 'start'), ('B18', 'end'), ('B8', 'hold'), ('C17', 'hold'), ('D12', 'hold'), ('E10', 'hold'), ('F14', 'hold')]",6A+
78,"[('D18', 'end'), ('H16', 'hold'), ('H12', 'hold'), ('H4', 'start'), ('I8', 'hold'), ('K10', 'hold')]",6A+
79,"[('B5', 'start'), ('D18', 'end'), ('D10', 'hold'), ('F15', 'hold'), ('F8', 'hold'), ('F4', 'start'), ('G12', 'hold')]",6A+
80,"[('B5', 'start'), ('C14', 'hold'), ('D10', 'hold'), ('D9', 'hold'), ('G4', 'start'), ('G12', 'hold'), ('H16', 'hold'), ('I8', 'hold'), ('I15', 'hold'), ('J18', 'end')]",6A+
81,"[('F15', 'hold'), ('G5', 'start'), ('G9', 'hold'), ('H18', 'end'), ('H12', 'hold'), ('I8', 'hold'), ('J3', 'start')]",6A+
82,"[('F4', 'start'), ('H12', 'hold'), ('I8', 'hold'), ('I15', 'hold'), ('J18', 'end')]",6A+
83,"[('D15', 'hold'), ('D9', 'hold'), ('F17', 'hold'), ('F16', 'hold'), ('G5', 'start'), ('G12', 'hold'), ('H10', 'hold'), ('H9', 'hold'), ('J18', 'end'), ('J6', 'start')]",6A+
84,"[('A5', 'start'), ('B8', 'hold'), ('D9', 'hold'), ('F4', 'start'), ('H12', 'hold'), ('H10', 'hold'), ('I15', 'hold'), ('J18', 'end'), ('K7', 'hold')]",6A+
85,"[('A14', 'hold'), ('C12', 'hold'), ('D18', 'end'), ('D15', 'hold'), ('D10', 'hold'), ('F4', 'start'), ('G9', 'hold')]",6A+
86,"[('A5', 'start'), ('B8', 'hold'), ('B5', 'start'), ('D18', 'end'), ('F15', 'hold'), ('F10', 'hold'), ('G9', 'hold'), ('H16', 'hold'), ('H12', 'hold')]",6A+
87,"[('C3', 'start'), ('D18', 'end'), ('D10', 'hold'), ('E14', 'hold'), ('F8', 'hold'), ('G12', 'hold'), ('H16', 'hold'), ('H3', 'start'), ('J7', 'hold')]",6A+
88,"[('D18', 'end'), ('E10', 'hold'), ('F8', 'hold'), ('F4', 'start'), ('G15', 'hold'), ('G17', 'hold'), ('H12', 'hold'), ('H6', 'hold')]",6A+
89,"[('A5', 'start'), ('B18', 'end'), ('B8', 'hold'), ('D9', 'hold'), ('E8', 'hold'), ('F15', 'hold'), ('H11', 'hold')]",6C+
90,"[('A15', 'hold'), ('B18', 'end'), ('E10', 'hold'), ('F14', 'hold'), ('H9', 'hold'), ('H6', 'start'), ('J5', 'start')]",6C+
91,"[('A4', 'start'), ('B18', 'end'), ('D9', 'hold'), ('D5', 'hold'), ('E14', 'hold'), ('E16', 'hold'), ('H10', 'hold')]",6C+
92,"[('A13', 'hold'), ('B11', 'hold'), ('B8', 'hold'), ('E2', 'start'), ('E16', 'hold'), ('F14', 'hold'), ('F5', 'start'), ('H18', 'end')]",6C+
93,"[('A6', 'start'), ('B18', 'end'), ('D12', 'hold'), ('D3', 'start'), ('E8', 'hold'), ('E9', 'hold'), ('E15', 'hold'), ('G6', 'hold'), ('G17', 'hold'), ('H13', 'hold')]",6C+
94,"[('B18', 'end'), ('D12', 'hold'), ('F14', 'hold'), ('G5', 'start'), ('H10', 'hold'), ('J3', 'start')]",6C+
95,"[('A7', 'hold'), ('A15', 'hold'), ('B18', 'end'), ('C6', 'start'), ('C14', 'hold'), ('D14', 'hold'), ('D9', 'hold'), ('G5', 'start'), ('H10', 'hold')]",6C+
96,"[('A9', 'hold'), ('B16', 'hold'), ('C12', 'hold'), ('D18', 'end'), ('E7', 'hold'), ('G6', 'hold'), ('I2', 'start'), ('J6', 'start')]",6C+
97,"[('A4', 'start'), ('A9', 'hold'), ('B18', 'end'), ('E2', 'hold'), ('E14', 'hold'), ('E15', 'hold'), ('F10', 'hold')]",6C+
98,"[('A18', 'end'), ('C13', 'hold'), ('D15', 'hold'), ('E11', 'hold'), ('F4', 'start'), ('G9', 'hold')]",6C
99,"[('C12', 'hold'), ('D8', 'hold'), ('E9', 'hold'), ('E14', 'hold'), ('E17', 'hold'), ('F16', 'hold'), ('F13', 'hold'), ('F3', 'start'), ('H4', 'start'), ('I18', 'end')]",6C
100,"[('A5', 'start'), ('A9', 'hold'), ('E11', 'hold'), ('E14', 'hold'), ('I15', 'hold'), ('I18', 'end')]",6C
101,"[('A18', 'end'), ('B17', 'hold'), ('B16', 'hold'), ('C4', 'hold'), ('D13', 'hold'), ('G6', 'start'), ('G10', 'hold'), ('G15', 'hold')]",6C
102,"[('B11', 'hold'), ('D5', 'start'), ('F15', 'hold'), ('F14', 'hold'), ('F8', 'hold'), ('G5', 'start'), ('I18', 'end')]",6C
103,"[('B11', 'hold'), ('D15', 'hold'), ('F4', 'start'), ('G9', 'hold'), ('H18', 'end')]",6C
104,"[('A4', 'start'), ('B7', 'hold'), ('D18', 'end'), ('D10', 'hold'), ('E12', 'hold'), ('E14', 'hold'), ('F16', 'hold')]",6C
105,"[('A12', 'hold'), ('D18', 'end'), ('F15', 'hold'), ('I13', 'hold'), ('J5', 'start'), ('K5', 'start'), ('K8', 'hold'), ('K10', 'hold')]",6C
106,"[('A9', 'hold'), ('B5', 'start'), ('C12', 'hold'), ('E14', 'hold'), ('I16', 'hold'), ('I18', 'end')]",6C
107,"[('E8', 'hold'), ('F18', 'end'), ('G10', 'hold'), ('H11', 'hold'), ('H8', 'hold'), ('H4', 'start'), ('I4', 'start'), ('I14', 'hold'), ('J17', 'hold')]",6C
108,"[('B10', 'hold'), ('C14', 'hold'), ('D18', 'end'), ('F12', 'hold'), ('F8', 'hold'), ('F5', 'start'), ('H16', 'hold')]",6C
109,"[('B10', 'hold'), ('D13', 'hold'), ('F12', 'hold'), ('F8', 'hold'), ('F5', 'start'), ('H18', 'end'), ('H13', 'hold'), ('J15', 'hold'), ('K10', 'hold')]",6C
110,"[('B18', 'end'), ('C14', 'hold'), ('E16', 'hold'), ('F10', 'hold'), ('G5', 'start'), ('G12', 'hold'), ('H8', 'hold')]",6C
111,"[('B11', 'hold'), ('B8', 'hold'), ('C3', 'start'), ('F13', 'hold'), ('F8', 'hold'), ('G15', 'hold'), ('H5', 'start'), ('I15', 'hold'), ('I18', 'end')]",6C
112,"[('B18', 'end'), ('B16', 'hold'), ('B5', 'start'), ('F15', 'hold'), ('F10', 'hold'), ('F8', 'hold'), ('I5', 'hold'), ('J13', 'hold')]",6C
113,"[('D18', 'end'), ('D10', 'hold'), ('D3', 'start'), ('F17', 'hold'), ('F16', 'hold'), ('F8', 'hold'), ('G2', 'start'), ('H12', 'hold'), ('J6', 'hold'), ('K15', 'hold')]",6C
114,"[('A11', 'hold'), ('C7', 'hold'), ('C14', 'hold'), ('D18', 'end'), ('E10', 'hold'), ('F16', 'hold'), ('F8', 'hold'), ('J7', 'hold'), ('J5', 'start')]",6C
115,"[('B7', 'hold'), ('C14', 'hold'), ('D18', 'end'), ('D9', 'hold'), ('F14', 'hold'), ('G6', 'start'), ('G11', 'hold')]",6C
116,"[('B7', 'hold'), ('B5', 'start'), ('D13', 'hold'), ('E11', 'hold'), ('E17', 'hold'), ('G15', 'hold'), ('I18', 'end')]",6C
117,"[('B14', 'hold'), ('C18', 'end'), ('D8', 'hold'), ('D5', 'start'), ('E11', 'hold'), ('F16', 'hold'), ('G5', 'start')]",6C
118,"[('C8', 'hold'), ('D18', 'end'), ('E14', 'hold'), ('E15', 'hold'), ('F10', 'hold'), ('H11', 'hold'), ('H4', 'start'), ('J9', 'hold'), ('J5', 'start')]",6C
119,"[('A4', 'hold'), ('A6', 'hold'), ('B10', 'hold'), ('E12', 'hold'), ('E14', 'hold'), ('F8', 'hold'), ('F4', 'start'), ('I16', 'hold'), ('I18', 'end')]",6C
120,"[('B16', 'hold'), ('B14', 'hold'), ('B11', 'hold'), ('D18', 'end'), ('E11', 'hold'), ('F10', 'hold'), ('F4', 'start'), ('H9', 'hold'), ('J6', 'start')]",6C
121,"[('B3', 'start'), ('D8', 'hold'), ('E5', 'start'), ('F18', 'end'), ('H12', 'hold'), ('H10', 'hold'), ('I16', 'hold'), ('J7', 'hold')]",6C
122,"[('B18', 'end'), ('B14', 'hold'), ('D3', 'hold'), ('F16', 'hold'), ('G9', 'hold'), ('G12', 'hold'), ('H5', 'start'), ('J6', 'start')]",6C
123,"[('C2', 'start'), ('C8', 'hold'), ('C18', 'end'), ('E11', 'hold'), ('E12', 'hold'), ('F6', 'start'), ('G15', 'hold'), ('G17', 'hold'), ('I13', 'hold')]",6C
124,"[('B5', 'start'), ('E14', 'hold'), ('F9', 'hold'), ('F8', 'hold'), ('H18', 'end'), ('H12', 'hold'), ('H4', 'start')]",6C
125,"[('B10', 'hold'), ('D4', 'start'), ('E14', 'hold'), ('F13', 'hold'), ('F8', 'hold'), ('G4', 'start'), ('H18', 'end'), ('I16', 'hold')]",6C
126,"[('A13', 'hold'), ('B18', 'end'), ('C16', 'hold'), ('D9', 'hold'), ('E8', 'hold'), ('F12', 'hold'), ('G5', 'start')]",6C
127,"[('A5', 'start'), ('B8', 'hold'), ('E10', 'hold'), ('F15', 'hold'), ('F10', 'hold'), ('G5', 'hold'), ('J18', 'end'), ('J13', 'hold')]",6C
128,"[('A15', 'hold'), ('B18', 'end'), ('C3', 'start'), ('D9', 'hold'), ('F14', 'hold'), ('G5', 'start'), ('G13', 'hold'), ('H10', 'hold')]",6C
129,"[('D8', 'hold'), ('E14', 'hold'), ('F18', 'end'), ('G11', 'hold'), ('I5', 'start')]",7A
130,"[('D18', 'end'), ('D3', 'start'), ('E14', 'hold'), ('F9', 'hold'), ('H12', 'hold'), ('H4', 'start')]",7A
131,"[('A2', 'start'), ('A6', 'start'), ('A18', 'end'), ('D10', 'hold'), ('E17', 'hold'), ('F16', 'hold'), ('H12', 'hold'), ('K10', 'hold'), ('K15', 'hold')]",6C+
132,"[('A13', 'hold'), ('B11', 'hold'), ('D18', 'end'), ('D9', 'hold'), ('E14', 'hold'), ('G6', 'start')]",6C+
133,"[('A12', 'hold'), ('A18', 'end'), ('B7', 'hold'), ('C4', 'start'), ('D3', 'start'), ('E9', 'hold'), ('E14', 'hold'), ('E17', 'hold'), ('F13', 'hold')]",6C+
134,"[('A2', 'hold'), ('B18', 'end'), ('C2', 'start'), ('F17', 'hold'), ('F9', 'hold'), ('G5', 'start'), ('G13', 'hold'), ('G17', 'hold'), ('H10', 'hold'), ('K14', 'hold')]",6C+
135,"[('C8', 'hold'), ('D15', 'hold'), ('E11', 'hold'), ('F4', 'start'), ('H18', 'end')]",6C+
136,"[('A5', 'start'), ('C3', 'start'), ('D9', 'hold'), ('E7', 'hold'), ('F15', 'hold'), ('G13', 'hold'), ('J18', 'end')]",6C+
137,"[('B5', 'start'), ('E10', 'hold'), ('E15', 'hold'), ('F14', 'hold'), ('F8', 'hold'), ('I18', 'end'), ('J8', 'hold')]",6C+
138,"[('B5', 'start'), ('E15', 'hold'), ('F14', 'hold'), ('F5', 'hold'), ('G7', 'hold'), ('I18', 'end'), ('J13', 'hold'), ('J11', 'hold'), ('K9', 'hold')]",6C+
139,"[('A11', 'hold'), ('A15', 'hold'), ('B18', 'end'), ('E10', 'hold'), ('F14', 'hold'), ('F4', 'start'), ('I5', 'start')]",6C+
140,"[('A14', 'hold'), ('C12', 'hold'), ('D18', 'end'), ('D10', 'hold'), ('F8', 'hold'), ('H4', 'start')]",6C+
141,"[('B7', 'hold'), ('C13', 'hold'), ('E11', 'hold'), ('F4', 'start'), ('G15', 'hold'), ('H18', 'end')]",6C+
142,"[('C13', 'hold'), ('E11', 'hold'), ('G9', 'hold'), ('G15', 'hold'), ('H5', 'start'), ('I16', 'hold'), ('J2', 'start'), ('K18', 'end')]",6C+
143,"[('A4', 'start'), ('B7', 'hold'), ('C18', 'end'), ('E14', 'hold'), ('F10', 'hold'), ('F8', 'hold'), ('G17', 'hold'), ('H11', 'hold')]",6C+
144,"[('A5', 'start'), ('B8', 'hold'), ('D10', 'hold'), ('E12', 'hold'), ('F17', 'hold'), ('I14', 'hold'), ('J18', 'end')]",6C+
145,"[('F18', 'end'), ('F5', 'hold'), ('G11', 'hold'), ('H16', 'hold'), ('I5', 'start'), ('K9', 'hold')]",6C+
146,"[('C18', 'end'), ('D15', 'hold'), ('H11', 'hold'), ('H4', 'start'), ('I15', 'hold'), ('K8', 'hold')]",6C+
147,"[('A2', 'start'), ('A6', 'start'), ('A18', 'end'), ('D10', 'hold'), ('E17', 'hold'), ('E18', 'hold'), ('H12', 'hold'), ('J15', 'hold'), ('K10', 'hold')]",6C+
148,"[('A6', 'start'), ('E6', 'start'), ('E9', 'hold'), ('F8', 'hold'), ('H14', 'hold'), ('H11', 'hold'), ('I5', 'hold'), ('I16', 'hold'), ('I18', 'end')]",6C+
149,"[('A5', 'start'), ('B18', 'end'), ('D8', 'hold'), ('E6', 'hold'), ('E14', 'hold'), ('G17', 'hold'), ('H11', 'hold'), ('H9', 'hold'), ('J13', 'hold')]",6C+
150,"[('D4', 'start'), ('F8', 'hold'), ('G16', 'hold'), ('H10', 'hold'), ('H3', 'start'), ('I13', 'hold'), ('I18', 'end')]",6C+
151,"[('D3', 'hold'), ('E15', 'hold'), ('G5', 'start'), ('H11', 'hold'), ('I18', 'end'), ('J8', 'hold'), ('K14', 'hold')]",6C+
152,"[('C15', 'hold'), ('D18', 'end'), ('D9', 'hold'), ('D5', 'start'), ('G13', 'hold'), ('G15', 'hold'), ('H11', 'hold'), ('H4', 'start')]",6C+
153,"[('E12', 'hold'), ('G10', 'hold'), ('H18', 'end'), ('I5', 'start'), ('I16', 'hold'), ('J14', 'hold'), ('J10', 'hold'), ('K3', 'start'), ('K9', 'hold')]",6C+
154,"[('B18', 'end'), ('B12', 'hold'), ('F15', 'hold'), ('H11', 'hold'), ('J9', 'hold'), ('J5', 'start'), ('K14', 'hold')]",6C+
155,"[('A9', 'hold'), ('A14', 'hold'), ('C12', 'hold'), ('D3', 'start'), ('E17', 'hold'), ('F16', 'hold'), ('F8', 'hold'), ('H4', 'start'), ('I18', 'end')]",6C+
156,"[('A13', 'hold'), ('B11', 'hold'), ('D18', 'end'), ('E5', 'start'), ('E14', 'hold'), ('F8', 'hold'), ('J3', 'start')]",6C+
